title,url,replies,views
How Republicans can try to steal the election in 2024,https://debatepolitics.com/threads/how-republicans-can-try-to-steal-the-election-in-2024.552276/,8,86
Trump has become unmoored in time,https://debatepolitics.com/threads/trump-has-become-unmoored-in-time.552296/,2,74
Trump is getting worse....,https://debatepolitics.com/threads/trump-is-getting-worse.552183/,9,164
Trump floats sending military after US citizens on election day citing ‘radical left lunatics’ and ‘the enemy from within’,https://debatepolitics.com/threads/trump-floats-sending-military-after-us-citizens-on-election-day-citing-%E2%80%98radical-left-lunatics%E2%80%99-and-%E2%80%98the-enemy-from-within%E2%80%99.552168/,45,371
"Trump Says he will Use the National, Guard Against the ""Enemy from Within""",https://debatepolitics.com/threads/trump-says-he-will-use-the-national-guard-against-the-enemy-from-within.552187/,53,601
Harris looking good,https://debatepolitics.com/threads/harris-looking-good.552015/,68,786
And the Hits Just Keep On Comin’,https://debatepolitics.com/threads/and-the-hits-just-keep-on-comin%E2%80%99.552250/,1,90
Political Commercials,https://debatepolitics.com/threads/political-commercials.552096/,16,128
33 Reasons,https://debatepolitics.com/threads/33-reasons.552149/,35,368
"Michael ""Jabba The Hutt"" Moore Urges Biden To Exploit 100 Days Of ""Super Powers""",https://debatepolitics.com/threads/michael-jabba-the-hutt-moore-urges-biden-to-exploit-100-days-of-super-powers.552104/,19,211
"Trump Is Running A Disinformation Campaign, Not A Political Campaign",https://debatepolitics.com/threads/trump-is-running-a-disinformation-campaign-not-a-political-campaign.551779/,51,460
Global Warming -,https://debatepolitics.com/threads/global-warming.552163/,4,96
Trump.  The CRIMINAL!,https://debatepolitics.com/threads/trump-the-criminal.552103/,39,346
Tensions grow between Biden and Harris' teams: Axios reveals,https://debatepolitics.com/threads/tensions-grow-between-biden-and-harris-teams-axios-reveals.552186/,5,132
Kamala's Word Salad For Today,https://debatepolitics.com/threads/kamalas-word-salad-for-today.550133/,255,2K
Trump suggests a protester may get ‘the hell knocked out of her’ by her parents,https://debatepolitics.com/threads/trump-suggests-a-protester-may-get-%E2%80%98the-hell-knocked-out-of-her%E2%80%99-by-her-parents.552160/,13,172
Obama Shaming Black Men Into Voting for Kamala Isn’t Working,https://debatepolitics.com/threads/obama-shaming-black-men-into-voting-for-kamala-isn%E2%80%99t-working.552156/,101,676
‘I HATE TAYLOR SWIFT:’ Trump Is Big Mad That the Star Endorsed Harris,https://debatepolitics.com/threads/%E2%80%98i-hate-taylor-swift-%E2%80%99-trump-is-big-mad-that-the-star-endorsed-harris.549792/,218,3K
My Prediction for the 2024 Electoral College,https://debatepolitics.com/threads/my-prediction-for-the-2024-electoral-college.552127/,41,378
Helene hit Trump strongholds in Georgia and North Carolina. It could swing the election.,https://debatepolitics.com/threads/helene-hit-trump-strongholds-in-georgia-and-north-carolina-it-could-swing-the-election.551610/,70,569
Why does Karris need to highlight economic policies for Black men next week?,https://debatepolitics.com/threads/why-does-karris-need-to-highlight-economic-policies-for-black-men-next-week.552094/,124,726
Trump encourages mail in voting,https://debatepolitics.com/threads/trump-encourages-mail-in-voting.552118/,13,132
Unfair NY Times fact checks both Kamala and Trump.,https://debatepolitics.com/threads/unfair-ny-times-fact-checks-both-kamala-and-trump.552119/,3,87
Donald Trump Overtakes Kamala Harris in Seven-Point Swing Nationally: Poll,https://debatepolitics.com/threads/donald-trump-overtakes-kamala-harris-in-seven-point-swing-nationally-poll.552060/,22,257
Judge approves releasing source documents with more Trump-Jan. 6 evidence,https://debatepolitics.com/threads/judge-approves-releasing-source-documents-with-more-trump-jan-6-evidence.552055/,73,470
Harris attacks Trump with new Jack Smith revelations,https://debatepolitics.com/threads/harris-attacks-trump-with-new-jack-smith-revelations.551642/,25,215
Obama campaigning for Harris - beginning today in Pittsburgh,https://debatepolitics.com/threads/obama-campaigning-for-harris-beginning-today-in-pittsburgh.551950/,140,1K
A Frustrated Trump Lashes Out Behind Closed Doors Over Money,https://debatepolitics.com/threads/a-frustrated-trump-lashes-out-behind-closed-doors-over-money.552092/,32,366
Kamala wants all future government disaster aid to be distributed based on race,https://debatepolitics.com/threads/kamala-wants-all-future-government-disaster-aid-to-be-distributed-based-on-race.550946/,290,3K
The Movie Donald Trump Doesn't Want You To See,https://debatepolitics.com/threads/the-movie-donald-trump-doesnt-want-you-to-see.552063/,3,101
Cards Against Humanity sees Musk and raises him in vote buying scheme,https://debatepolitics.com/threads/cards-against-humanity-sees-musk-and-raises-him-in-vote-buying-scheme.552086/,2,87
Racist hate group pleased to see the Trump campaign has adopted their sloagan,https://debatepolitics.com/threads/racist-hate-group-pleased-to-see-the-trump-campaign-has-adopted-their-sloagan.552085/,3,107
Presidential Predictions,https://debatepolitics.com/threads/presidential-predictions.551991/,14,184
(Axios)  Two states blasted by storms tweak voting rules,https://debatepolitics.com/threads/axios-two-states-blasted-by-storms-tweak-voting-rules.552021/,49,371
This is frightening.  Can anyone interpret this gobbledegook?,https://debatepolitics.com/threads/this-is-frightening-can-anyone-interpret-this-gobbledegook.552045/,13,249
Abortion bans are the anithesis of conception bans & mandatory abortion. Freedom of choice is the humane solution.,https://debatepolitics.com/threads/abortion-bans-are-the-anithesis-of-conception-bans-mandatory-abortion-freedom-of-choice-is-the-humane-solution.552054/,24,245
Republicans Doubling Down on Hatred,https://debatepolitics.com/threads/republicans-doubling-down-on-hatred.551789/,32,346
"Trump launches GoFundMe to help Hurricane Helene victims, raises more than $1M",https://debatepolitics.com/threads/trump-launches-gofundme-to-help-hurricane-helene-victims-raises-more-than-1m.551124/,329,3K
"Trump in Detroit: ""I’m not exaggerating when I say, this is exactly how my grandfather sounded three months before we had to put him in a nursing home",https://debatepolitics.com/threads/trump-in-detroit-i%E2%80%99m-not-exaggerating-when-i-say-this-is-exactly-how-my-grandfather-sounded-three-months-before-we-had-to-put-him-in-a-nursing-home.552000/,35,375
Trump campaign asks for military aircraft with antimissile capabilities and other security measures in lead-up to election,https://debatepolitics.com/threads/trump-campaign-asks-for-military-aircraft-with-antimissile-capabilities-and-other-security-measures-in-lead-up-to-election.552033/,15,131
Why isn't Trump preparing for the Presidency?,https://debatepolitics.com/threads/why-isnt-trump-preparing-for-the-presidency.552019/,63,486
Jack Smith's New Donald Trump Filing Could 'Backfire',https://debatepolitics.com/threads/jack-smiths-new-donald-trump-filing-could-backfire.551590/,232,2K
Politicians that allege things in public they can't prove should be barred from public office.,https://debatepolitics.com/threads/politicians-that-allege-things-in-public-they-cant-prove-should-be-barred-from-public-office.551592/,13,144
NO CHANGE!,https://debatepolitics.com/threads/no-change.552018/,52,406
"If the former President wins,who will he ask to run the country and put in charge?",https://debatepolitics.com/threads/if-the-former-president-wins-who-will-he-ask-to-run-the-country-and-put-in-charge.551968/,6,107
What is the worst thing that Trump would do in his second term?,https://debatepolitics.com/threads/what-is-the-worst-thing-that-trump-would-do-in-his-second-term.551692/,122,1K
Nominations for best Political Ads,https://debatepolitics.com/threads/nominations-for-best-political-ads.552014/,3,80
Why do Republicans think Trump was a good president when he was so blatantly awful.,https://debatepolitics.com/threads/why-do-republicans-think-trump-was-a-good-president-when-he-was-so-blatantly-awful.552002/,32,251
Gen. Michael Flynn: Do you think Trump would put this whack job in a position of authority?,https://debatepolitics.com/threads/gen-michael-flynn-do-you-think-trump-would-put-this-whack-job-in-a-position-of-authority.552010/,3,67
“You Could Pick Someone Off the Street……”,https://debatepolitics.com/threads/%E2%80%9Cyou-could-pick-someone-off-the-street%E2%80%A6%E2%80%A6%E2%80%9D.551973/,4,107
Trump says the US 'will be like Detroit' if Harris wins and didn't mean it as a compliment,https://debatepolitics.com/threads/trump-says-the-us-will-be-like-detroit-if-harris-wins-and-didnt-mean-it-as-a-compliment.551983/,57,311
"Republicans Believe Election Is 'Effectively Over,' Trump Will Win: Analyst",https://debatepolitics.com/threads/republicans-believe-election-is-effectively-over-trump-will-win-analyst.551831/,30,350
Trump was asked about raising his kids. He went on an eight-minute rant calling for the death penalty,https://debatepolitics.com/threads/trump-was-asked-about-raising-his-kids-he-went-on-an-eight-minute-rant-calling-for-the-death-penalty.551982/,1,72
Republicans’ Closing Message: We Lie to You,https://debatepolitics.com/threads/republicans%E2%80%99-closing-message-we-lie-to-you.551824/,13,150
"Trump's lies show a contempt for the idea of reason, cultivates ""the habits of autocracy""",https://debatepolitics.com/threads/trumps-lies-show-a-contempt-for-the-idea-of-reason-cultivates-the-habits-of-autocracy.551717/,320,2K
'Uncommitted' group says Trump would be worse for Palestinians,https://debatepolitics.com/threads/uncommitted-group-says-trump-would-be-worse-for-palestinians.551928/,12,131
Harris Does A Town Hall,https://debatepolitics.com/threads/harris-does-a-town-hall.551963/,13,163
Harris Now with Record Lead Over Trump-Daily Consulate,https://debatepolitics.com/threads/harris-now-with-record-lead-over-trump-daily-consulate.551755/,31,358
Kamala Harris on Sixty Minutes,https://debatepolitics.com/threads/kamala-harris-on-sixty-minutes.551622/,282,2K
Post your state-by-state electoral college predictions,https://debatepolitics.com/threads/post-your-state-by-state-electoral-college-predictions.551929/,3,92
new state   POTUS polls (RCP),https://debatepolitics.com/threads/new-state-potus-polls-rcp.551924/,11,132
Harris to propose new Medicare home care benefit for seniors,https://debatepolitics.com/threads/harris-to-propose-new-medicare-home-care-benefit-for-seniors.551723/,105,727
Why do MAGA members think their party is conservative?,https://debatepolitics.com/threads/why-do-maga-members-think-their-party-is-conservative.551525/,92,678
Biden-Harris pre-landfall preparations for Milton,https://debatepolitics.com/threads/biden-harris-pre-landfall-preparations-for-milton.551679/,51,467
God is once again warning us not to elect Trump.,https://debatepolitics.com/threads/god-is-once-again-warning-us-not-to-elect-trump.551840/,4,99
"Biden/Harris Tariffs Protect Musk, Prevent EV adoption and No Democrats Can Explain This.",https://debatepolitics.com/threads/biden-harris-tariffs-protect-musk-prevent-ev-adoption-and-no-democrats-can-explain-this.551827/,0,42
Trump: making drug dealers great again,https://debatepolitics.com/threads/trump-making-drug-dealers-great-again.551303/,161,1K
YouTube - Forbes Breaking News - WATCH: Bruce Springsteen Endorses Kamala Harris For President,https://debatepolitics.com/threads/youtube-forbes-breaking-news-watch-bruce-springsteen-endorses-kamala-harris-for-president.551758/,22,194
Trump was in Gaza?,https://debatepolitics.com/threads/trump-was-in-gaza.551790/,2,116
Melania Knows the End Is Here,https://debatepolitics.com/threads/melania-knows-the-end-is-here.550476/,5,118
Biden undermines VP Harris with DeSantis praise as intensifying hurricane churns toward Florida,https://debatepolitics.com/threads/biden-undermines-vp-harris-with-desantis-praise-as-intensifying-hurricane-churns-toward-florida.551760/,2,73
Jack Smith’s October Cheap Shot,https://debatepolitics.com/threads/jack-smith%E2%80%99s-october-cheap-shot.551519/,311,2K
Kamala Harris' Support Among Republicans Almost Doubles: NYT-Siena Poll,https://debatepolitics.com/threads/kamala-harris-support-among-republicans-almost-doubles-nyt-siena-poll.551725/,10,118
Can a Trump supporter please explain your perspective?,https://debatepolitics.com/threads/can-a-trump-supporter-please-explain-your-perspective.550342/,476,5K
Want My Autograph?,https://debatepolitics.com/threads/want-my-autograph.551684/,9,177
So let's stop the WONK and just apply common sense here - HOUSING EDITION,https://debatepolitics.com/threads/so-lets-stop-the-wonk-and-just-apply-common-sense-here-housing-edition.551200/,75,664
Elon Musk’s mom traffics in misinformation; ‘encouraged X followers to commit voter fraud’,https://debatepolitics.com/threads/elon-musk%E2%80%99s-mom-traffics-in-misinformation-%E2%80%98encouraged-x-followers-to-commit-voter-fraud%E2%80%99.551582/,31,234
I never laughed so hard,https://debatepolitics.com/threads/i-never-laughed-so-hard.551504/,17,232
"Trump would add twice as much to the national debt as Harris, study finds",https://debatepolitics.com/threads/trump-would-add-twice-as-much-to-the-national-debt-as-harris-study-finds.551617/,9,105
Trump finishes interrupted rally,https://debatepolitics.com/threads/trump-finishes-interrupted-rally.551656/,10,116
The Fiscal Impact of the Harris and Trump Campaign Plans,https://debatepolitics.com/threads/the-fiscal-impact-of-the-harris-and-trump-campaign-plans.551651/,27,249
Trump's Latest Flights of Fancy,https://debatepolitics.com/threads/trumps-latest-flights-of-fancy.551657/,4,100
"Harris to sit down with The View, Colbert and Howard Stern in media blitz",https://debatepolitics.com/threads/harris-to-sit-down-with-the-view-colbert-and-howard-stern-in-media-blitz.551552/,40,336
Muslim faith leaders endorse Harris,https://debatepolitics.com/threads/muslim-faith-leaders-endorse-harris.551638/,5,77
"New analysis suggests national debt could increase under Harris, but it would surge under Trump",https://debatepolitics.com/threads/new-analysis-suggests-national-debt-could-increase-under-harris-but-it-would-surge-under-trump.551640/,1,54
The Trump-Vance Political Theory:  Fantasy-Impotence-Fascism,https://debatepolitics.com/threads/the-trump-vance-political-theory-fantasy-impotence-fascism.551629/,0,51
Tim Walz lied to congress about being in China during Tiananmen Square Massacre,https://debatepolitics.com/threads/tim-walz-lied-to-congress-about-being-in-china-during-tiananmen-square-massacre.551090/,201,2K
Watching Trump suck up to Brian Kemp was hilarious.,https://debatepolitics.com/threads/watching-trump-suck-up-to-brian-kemp-was-hilarious.551463/,15,222
"Are you opposed to people, or actions?",https://debatepolitics.com/threads/are-you-opposed-to-people-or-actions.551535/,2,102
Just when we think Trump can't go lower...,https://debatepolitics.com/threads/just-when-we-think-trump-cant-go-lower.551322/,24,333
Does the Donald and Vance & the Republican Party intend to remove Senior rights to vote in Election's after November 2024 ?,https://debatepolitics.com/threads/does-the-donald-and-vance-the-republican-party-intend-to-remove-senior-rights-to-vote-in-elections-after-november-2024.551531/,5,160
Who should One vote for and Why,https://debatepolitics.com/threads/who-should-one-vote-for-and-why.551492/,113,816
Trump to Avoid Putin Nuke Democrat Impeach J D Vance President,https://debatepolitics.com/threads/trump-to-avoid-putin-nuke-democrat-impeach-j-d-vance-president.551468/,8,141
Truth Social users are losing ridiculous sums of money to scams,https://debatepolitics.com/threads/truth-social-users-are-losing-ridiculous-sums-of-money-to-scams.551511/,6,158
"If tRump wins the election, US movements could face serious crackdowns",https://debatepolitics.com/threads/if-trump-wins-the-election-us-movements-could-face-serious-crackdowns.551508/,14,171
"As with FEMA, each Trump lie is essentially a confession.",https://debatepolitics.com/threads/as-with-fema-each-trump-lie-is-essentially-a-confession.551481/,8,109
Trump for President 2028,https://debatepolitics.com/threads/trump-for-president-2028.551409/,61,777
CNN interviewed kids to get their take on Kamala Harris — and the responses were absolutely savage,https://debatepolitics.com/threads/cnn-interviewed-kids-to-get-their-take-on-kamala-harris-%E2%80%94-and-the-responses-were-absolutely-savage.550923/,33,317
Here's a shock - trump ad lies with editing,https://debatepolitics.com/threads/heres-a-shock-trump-ad-lies-with-editing.551472/,3,106
"Vice President Harris Visits Arizona Border on Sept. 27, 2024",https://debatepolitics.com/threads/vice-president-harris-visits-arizona-border-on-sept-27-2024.550904/,95,853
lowest levels of propaganda - sexualized assaults,https://debatepolitics.com/threads/lowest-levels-of-propaganda-sexualized-assaults.551380/,13,201
Some Democrat endorsements backfire,https://debatepolitics.com/threads/some-democrat-endorsements-backfire.551414/,23,304
[LIVE] 1 OCT 2024 CBS Vance-Walz Vice-Presidential Debate Thread,https://debatepolitics.com/threads/live-1-oct-2024-cbs-vance-walz-vice-presidential-debate-thread.551180/,1K,9K
ET TU. Melania,https://debatepolitics.com/threads/et-tu-melania.551257/,23,298
"Well, i just voted, for sanity",https://debatepolitics.com/threads/well-i-just-voted-for-sanity.551165/,43,527
The Foreign Policy President,https://debatepolitics.com/threads/the-foreign-policy-president.551399/,23,281
(Axios)  Trump fights his old policies in series of flip-flops,https://debatepolitics.com/threads/axios-trump-fights-his-old-policies-in-series-of-flip-flops.551160/,6,120
Harris stretches lead over Trump in what could be significant increase,https://debatepolitics.com/threads/harris-stretches-lead-over-trump-in-what-could-be-significant-increase.550945/,59,773
Symone Sanders-Townsend complains about Walz's 'niceties' towards Vance: 'Why should they vote for you?',https://debatepolitics.com/threads/symone-sanders-townsend-complains-about-walzs-niceties-towards-vance-why-should-they-vote-for-you.551286/,15,205
Do Americans Have A Dictator Phobia?,https://debatepolitics.com/threads/do-americans-have-a-dictator-phobia.551324/,12,198
"Vance evaded & lied like Trump, like a more mature con man.",https://debatepolitics.com/threads/vance-evaded-lied-like-trump-like-a-more-mature-con-man.551263/,9,133
Read Jack Smith’s unsealed court filing.....,https://debatepolitics.com/threads/read-jack-smith%E2%80%99s-unsealed-court-filing.551307/,4,95
Trump's Disdain for Injured Troops Prevented Purple Heart Awards,https://debatepolitics.com/threads/trumps-disdain-for-injured-troops-prevented-purple-heart-awards.551306/,3,119
Trump loses his mind in real time,https://debatepolitics.com/threads/trump-loses-his-mind-in-real-time.551105/,189,2K
Abortion bans are MAGA's Salem Witch Trials,https://debatepolitics.com/threads/abortion-bans-are-magas-salem-witch-trials.551298/,1,47
Democrats Losing Union Support,https://debatepolitics.com/threads/democrats-losing-union-support.551145/,41,381
RFK Jr. boinking around more than originally thought,https://debatepolitics.com/threads/rfk-jr-boinking-around-more-than-originally-thought.551253/,12,164
Rudy Giuliani's daughter says she 'lost her dad' to Trump and begs people to vote for Harris,https://debatepolitics.com/threads/rudy-giulianis-daughter-says-she-lost-her-dad-to-trump-and-begs-people-to-vote-for-harris.551134/,22,205
Trump called out after characterizing troop traumatic brain injuries as ‘headaches’,https://debatepolitics.com/threads/trump-called-out-after-characterizing-troop-traumatic-brain-injuries-as-%E2%80%98headaches%E2%80%99.551256/,6,102
Vance has put a lot of thought into his hatred of women,https://debatepolitics.com/threads/vance-has-put-a-lot-of-thought-into-his-hatred-of-women.548706/,806,5K
"Top issue at the polls this November, sanity or insanity.",https://debatepolitics.com/threads/top-issue-at-the-polls-this-november-sanity-or-insanity.551230/,1,66
Elijah and Socrates: Another Construct of Satan Comes Tumbling Down,https://debatepolitics.com/threads/elijah-and-socrates-another-construct-of-satan-comes-tumbling-down.551222/,2,98
Yellow Bellied Donny backs out of 60 Minutes Interview,https://debatepolitics.com/threads/yellow-bellied-donny-backs-out-of-60-minutes-interview.551179/,95,820
"Tens of thousands of illegal immigrants with sexual assault, murder convictions roaming US streets: ICE data",https://debatepolitics.com/threads/tens-of-thousands-of-illegal-immigrants-with-sexual-assault-murder-convictions-roaming-us-streets-ice-data.550867/,514,6K
The 48.5% Rule of Presidential Elections,https://debatepolitics.com/threads/the-48-5-rule-of-presidential-elections.550982/,16,227
"43-foot nude Trump statue assembled just outside of Las Vegas, sparking conversation",https://debatepolitics.com/threads/43-foot-nude-trump-statue-assembled-just-outside-of-las-vegas-sparking-conversation.551064/,95,1K
"Students At Major University Prefer Trump Over Harris, Poll Shows",https://debatepolitics.com/threads/students-at-major-university-prefer-trump-over-harris-poll-shows.550723/,216,2K
Rep.Jack Kimbell blasts the media's coverage of last night's vice presidential debate,https://debatepolitics.com/threads/rep-jack-kimbell-blasts-the-medias-coverage-of-last-nights-vice-presidential-debate.551157/,15,193
Here we go again.,https://debatepolitics.com/threads/here-we-go-again.551061/,46,443
"Harris campaign sketches out Trump's ""concepts of a plan""",https://debatepolitics.com/threads/harris-campaign-sketches-out-trumps-concepts-of-a-plan.551112/,2,100
The 2024 Election in One Response,https://debatepolitics.com/threads/the-2024-election-in-one-response.551104/,70,664
(Silver Bulletin) The 128 paths to the White House,https://debatepolitics.com/threads/silver-bulletin-the-128-paths-to-the-white-house.551164/,16,209
Trump calls for violence,https://debatepolitics.com/threads/trump-calls-for-violence.551031/,102,1K
Another crazy leftist charged after threatening Trump in MI....,https://debatepolitics.com/threads/another-crazy-leftist-charged-after-threatening-trump-in-mi.551155/,15,157
Cops for Trump,https://debatepolitics.com/threads/cops-for-trump.550772/,18,192
Republicans are starting to raise alarms about Trump's ground game,https://debatepolitics.com/threads/republicans-are-starting-to-raise-alarms-about-trumps-ground-game.551135/,2,88
"DNC trolls Trump, Vance with digital projections on NYC's Trump Tower ahead of debate",https://debatepolitics.com/threads/dnc-trolls-trump-vance-with-digital-projections-on-nycs-trump-tower-ahead-of-debate.551136/,3,84
Third party,https://debatepolitics.com/threads/third-party.551118/,12,142
Devil Went Down To Georgia,https://debatepolitics.com/threads/devil-went-down-to-georgia.551084/,35,384
PBS's Documentary on the 2024 Presidential Election,https://debatepolitics.com/threads/pbss-documentary-on-the-2024-presidential-election.551113/,8,129
Project 2025,https://debatepolitics.com/threads/project-2025.551092/,47,433
Walz with a 76% chance of winning debate against Vance,https://debatepolitics.com/threads/walz-with-a-76-chance-of-winning-debate-against-vance.550911/,28,336
"So, What Happens After Harris Wins?",https://debatepolitics.com/threads/so-what-happens-after-harris-wins.550418/,225,2K
Early Voting,https://debatepolitics.com/threads/early-voting.551070/,11,135
(Silver Bulletin) Pigs fly. Hell freezes over. The Electoral College favors ... Democrats?,https://debatepolitics.com/threads/silver-bulletin-pigs-fly-hell-freezes-over-the-electoral-college-favors-democrats.551087/,27,275
Swing state presidential polling vs Senate polling,https://debatepolitics.com/threads/swing-state-presidential-polling-vs-senate-polling.551036/,3,130
Whistleblower: DHS is aware of back channel Communication between CCP and Tim Walz,https://debatepolitics.com/threads/whistleblower-dhs-is-aware-of-back-channel-communication-between-ccp-and-tim-walz.551085/,8,113
Top REPUBLICAN Debunking Trump And Saying What Really Is Happening,https://debatepolitics.com/threads/top-republican-debunking-trump-and-saying-what-really-is-happening.551055/,17,154
"Trump:""I didn't fall into her trap.""",https://debatepolitics.com/threads/trump-i-didnt-fall-into-her-trap.550965/,109,1K
Trump crypto event for World Liberty Financial offers few details so far,https://debatepolitics.com/threads/trump-crypto-event-for-world-liberty-financial-offers-few-details-so-far.549935/,33,369
Immature desperate Trump lies again that Biden & Harris are mentally disabled.,https://debatepolitics.com/threads/immature-desperate-trump-lies-again-that-biden-harris-are-mentally-disabled.551018/,42,495
Harris wants to be commander in chief. Here’s what’s on her (short) resume.,https://debatepolitics.com/threads/harris-wants-to-be-commander-in-chief-here%E2%80%99s-what%E2%80%99s-on-her-short-resume.551035/,16,214
This Should Get Trump Some Undecideds,https://debatepolitics.com/threads/this-should-get-trump-some-undecideds.551023/,57,618
Trump says immigrants smarter than American citizens,https://debatepolitics.com/threads/trump-says-immigrants-smarter-than-american-citizens.550987/,25,217
Harris closes gap with Trump on economy,https://debatepolitics.com/threads/harris-closes-gap-with-trump-on-economy.550984/,5,105
"Just read ""White Robes and Tarnished Badges"". How dangerous are right wing fascists to our country?",https://debatepolitics.com/threads/just-read-white-robes-and-tarnished-badges-how-dangerous-are-right-wing-fascists-to-our-country.550956/,36,314
Who did the vetting?’: GOP strategist reacts to Vance plan to appear with pastor who said Harris uses ‘witchcraft’,https://debatepolitics.com/threads/who-did-the-vetting-%E2%80%99-gop-strategist-reacts-to-vance-plan-to-appear-with-pastor-who-said-harris-uses-%E2%80%98witchcraft%E2%80%99.550970/,9,171
[W: #52] White House mum amid outrage over data showing how many illegal immigrant criminals are in US,https://debatepolitics.com/threads/w-52-white-house-mum-amid-outrage-over-data-showing-how-many-illegal-immigrant-criminals-are-in-us.550968/,55,602
Rasmussen Outed,https://debatepolitics.com/threads/rasmussen-outed.550941/,16,256
Trump visits Wisconsin town shaken by migrant crime: 'Crossed Kamala's wide-open border',https://debatepolitics.com/threads/trump-visits-wisconsin-town-shaken-by-migrant-crime-crossed-kamalas-wide-open-border.550969/,23,237
"There Are No ""Undecideds""",https://debatepolitics.com/threads/there-are-no-undecideds.550955/,10,184
Nate Silver’s Latest Forecast Shows Harris Increasing Lead Over Trump With a ‘Plan A’ And ‘Plan B’ To Win,https://debatepolitics.com/threads/nate-silver%E2%80%99s-latest-forecast-shows-harris-increasing-lead-over-trump-with-a-%E2%80%98plan-a%E2%80%99-and-%E2%80%98plan-b%E2%80%99-to-win.550892/,10,194
"Trump: ""Two years ago, I wouldn't have had a fly up here. You’re changing rapidly.""",https://debatepolitics.com/threads/trump-two-years-ago-i-wouldnt-have-had-a-fly-up-here-you%E2%80%99re-changing-rapidly.550966/,8,152
"Nantucket parents fear for children amid spike in migrant crime: 'As a father, it truly scares me'",https://debatepolitics.com/threads/nantucket-parents-fear-for-children-amid-spike-in-migrant-crime-as-a-father-it-truly-scares-me.550967/,7,193
It’s Not Just Dogs and Cats!,https://debatepolitics.com/threads/it%E2%80%99s-not-just-dogs-and-cats.550850/,12,170
"Remember when Rubio told Trump that he would be ""selling watches""? Rubio was ""spot on"".",https://debatepolitics.com/threads/remember-when-rubio-told-trump-that-he-would-be-selling-watches-rubio-was-spot-on.550938/,4,117
Extra large Kamala word salad - feeds the whole family who are hardworking and have the dreams and aspirations of their ambitions and work ethic...,https://debatepolitics.com/threads/extra-large-kamala-word-salad-feeds-the-whole-family-who-are-hardworking-and-have-the-dreams-and-aspirations-of-their-ambitions-and-work-ethic.550775/,106,859
"Extra Large DonOLD Word Salad. Well, I would do that, and we’re sitting down. You know, I was somebody... you know, there’s something...",https://debatepolitics.com/threads/extra-large-donold-word-salad-well-i-would-do-that-and-we%E2%80%99re-sitting-down-you-know-i-was-somebody-you-know-there%E2%80%99s-something.550790/,7,165
Time Exclusive: New Bill Would Prevent Trump from Quashing His Criminal Cases,https://debatepolitics.com/threads/time-exclusive-new-bill-would-prevent-trump-from-quashing-his-criminal-cases.550909/,5,139
Latest from Nate Silver... close but Harris leads....,https://debatepolitics.com/threads/latest-from-nate-silver-close-but-harris-leads.550873/,22,327
Teamsters won't endorse a presidential nominee this cycle,https://debatepolitics.com/threads/teamsters-wont-endorse-a-presidential-nominee-this-cycle.550123/,399,3K
Kamala openly joked about murdering Trump in 2018,https://debatepolitics.com/threads/kamala-openly-joked-about-murdering-trump-in-2018.549876/,118,1K
"RFK Jr. (i.e., MAGA operative) tries to Rat F**k the Election by wanting On/Off Ballots depending upon State",https://debatepolitics.com/threads/rfk-jr-i-e-maga-operative-tries-to-rat-f-k-the-election-by-wanting-on-off-ballots-depending-upon-state.550569/,56,490
Kari Lake vs Trump,https://debatepolitics.com/threads/kari-lake-vs-trump.550524/,20,229
Trump Goes Fully Senile On Stage At His Own Rally Two Weeks Ago,https://debatepolitics.com/threads/trump-goes-fully-senile-on-stage-at-his-own-rally-two-weeks-ago.550902/,5,142
Is Biden Trying to Sink Harris?,https://debatepolitics.com/threads/is-biden-trying-to-sink-harris.550799/,46,490
Vance to attend event with evangelist who said Harris used 'witchcraft',https://debatepolitics.com/threads/vance-to-attend-event-with-evangelist-who-said-harris-used-witchcraft.550871/,45,363
"No, Voter Fraud is Not Happening",https://debatepolitics.com/threads/no-voter-fraud-is-not-happening.550837/,9,148
Who Doesn’t Want a Debate on Fox News?,https://debatepolitics.com/threads/who-doesn%E2%80%99t-want-a-debate-on-fox-news.550735/,70,526
Fox News throws Donald under the bus,https://debatepolitics.com/threads/fox-news-throws-donald-under-the-bus.550882/,7,154
"Trump Lying, again...",https://debatepolitics.com/threads/trump-lying-again.550828/,10,223
"Factbox-Kamala Harris' economic plans on taxes, childcare, housing (Reuters)",https://debatepolitics.com/threads/factbox-kamala-harris-economic-plans-on-taxes-childcare-housing-reuters.550663/,38,369
"Millionaire Investors Prefer Harris To Trump, UBS Poll Says",https://debatepolitics.com/threads/millionaire-investors-prefer-harris-to-trump-ubs-poll-says.550838/,8,87
Who wins Georgia?,https://debatepolitics.com/threads/who-wins-georgia.550720/,8,107
Why is Trump the favorite of the populists when he is the epitome of the Elite?,https://debatepolitics.com/threads/why-is-trump-the-favorite-of-the-populists-when-he-is-the-epitome-of-the-elite.550809/,18,205
The Rigged EC,https://debatepolitics.com/threads/the-rigged-ec.550562/,35,257
Harris economic speech,https://debatepolitics.com/threads/harris-economic-speech.550712/,66,636
Tax policy suggestions.,https://debatepolitics.com/threads/tax-policy-suggestions.550769/,6,102
The Media's Double Standard In Covering Harris and Trump,https://debatepolitics.com/threads/the-medias-double-standard-in-covering-harris-and-trump.550286/,30,315
