title,url,replies,views
CNN host kicks panelist off show after ‘lowest of the lowest’,https://debatepolitics.com/threads/cnn-host-kicks-panelist-off-show-after-%E2%80%98lowest-of-the-lowest%E2%80%99.553541/,65,709
Project 2025,https://debatepolitics.com/threads/project-2025.551475/,116,1000
Another billionaire owned newspaper declines to endorse Harriss,https://debatepolitics.com/threads/another-billionaire-owned-newspaper-declines-to-endorse-harriss.553231/,116,832
Today is the Proud Boys' prom,https://debatepolitics.com/threads/today-is-the-proud-boys-prom.553410/,109,794
Trump gets dumber & dumber day by day.,https://debatepolitics.com/threads/trump-gets-dumber-dumber-day-by-day.553708/,19,219
MAGA Voter Snaps At Voting Site,https://debatepolitics.com/threads/maga-voter-snaps-at-voting-site.553728/,17,219
Trump Nearly STROKES OUT in Wisconsin Speech,https://debatepolitics.com/threads/trump-nearly-strokes-out-in-wisconsin-speech.553725/,8,152
Harris and her Dangerous Campaign of Hate,https://debatepolitics.com/threads/harris-and-her-dangerous-campaign-of-hate.553394/,157,1000
I voted yesterday.,https://debatepolitics.com/threads/i-voted-yesterday.553705/,14,179
Joe Rogan's Donald Trump Episode Racks Up 26 Million Views in First 24 Hours,https://debatepolitics.com/threads/joe-rogans-donald-trump-episode-racks-up-26-million-views-in-first-24-hours.553378/,73,681
Watching the election results,https://debatepolitics.com/threads/watching-the-election-results.553646/,4,89
"Harris has 6-point lead in Wisconsin, 5-point lead in Michigan in new CNN polls",https://debatepolitics.com/threads/harris-has-6-point-lead-in-wisconsin-5-point-lead-in-michigan-in-new-cnn-polls.553686/,29,268
The Steal Has Started,https://debatepolitics.com/threads/the-steal-has-started.552822/,274,5000
New York Jews Endorse Trump,https://debatepolitics.com/threads/new-york-jews-endorse-trump.553630/,20,227
"Puerto Rico Shadow Senator Zoraida Buxó: Don't Be Distracted By Emotional Manipulation And Propaganda, We Need Trump",https://debatepolitics.com/threads/puerto-rico-shadow-senator-zoraida-bux%C3%B3-dont-be-distracted-by-emotional-manipulation-and-propaganda-we-need-trump.553603/,14,196
How Long Before Trump Gets To Your Group?,https://debatepolitics.com/threads/how-long-before-trump-gets-to-your-group.553684/,8,115
I have a bone to pick with the media!,https://debatepolitics.com/threads/i-have-a-bone-to-pick-with-the-media.553680/,9,107
The Consequences of Kamala Harris,https://debatepolitics.com/threads/the-consequences-of-kamala-harris.553519/,99,613
Puerto Ricans Explain & Defend Comedian’s “Floating Island of Garbage” Joke at New York Rally,https://debatepolitics.com/threads/puerto-ricans-explain-defend-comedian%E2%80%99s-%E2%80%9Cfloating-island-of-garbage%E2%80%9D-joke-at-new-york-rally.553571/,60,435
Trump Can't Recite A Single Bible Verse,https://debatepolitics.com/threads/trump-cant-recite-a-single-bible-verse.553626/,104,715
More peace loving trumpers,https://debatepolitics.com/threads/more-peace-loving-trumpers.553669/,7,84
Are details about the MSG rally making their way into the right-wing news echo chamber?,https://debatepolitics.com/threads/are-details-about-the-msg-rally-making-their-way-into-the-right-wing-news-echo-chamber.553450/,6,117
"ABC station ""mistakenly"" aired election-result ""test"" during Formula 1 race and showed Harris winning Pennsylvania",https://debatepolitics.com/threads/abc-station-mistakenly-aired-election-result-test-during-formula-1-race-and-showed-harris-winning-pennsylvania.553658/,21,183
"Kamala Harris has run a terrible, Hillary Clinton-esque camapaign",https://debatepolitics.com/threads/kamala-harris-has-run-a-terrible-hillary-clinton-esque-camapaign.553045/,211,1000
Trump Election Survival Plan,https://debatepolitics.com/threads/trump-election-survival-plan.553538/,12,177
"The Babylon Bee officially endorses...., Kamala Harris!",https://debatepolitics.com/threads/the-babylon-bee-officially-endorses-kamala-harris.553654/,3,83
"Private job creation totaled a stunning 233,000 in October, far more than expected",https://debatepolitics.com/threads/private-job-creation-totaled-a-stunning-233-000-in-october-far-more-than-expected.553644/,3,81
Trump's massive tariffs to pay for his tax cut bribes. Vote for bribes & you'll overpay for tariffs wishing you'd dumped Trump in the harbor.,https://debatepolitics.com/threads/trumps-massive-tariffs-to-pay-for-his-tax-cut-bribes-vote-for-bribes-youll-overpay-for-tariffs-wishing-youd-dumped-trump-in-the-harbor.552387/,4,65
"RAKE America Great Again ? ... Trump says Austria has no wildfires because we clean and rake our forests, while California doesn't and burns.",https://debatepolitics.com/threads/rake-america-great-again-trump-says-austria-has-no-wildfires-because-we-clean-and-rake-our-forests-while-california-doesnt-and-burns.553624/,7,101
"(Axios)   Fires at election drop boxes destroy hundreds of ballots in Washington, Oregon",https://debatepolitics.com/threads/axios-fires-at-election-drop-boxes-destroy-hundreds-of-ballots-in-washington-oregon.553479/,14,134
Trump's MSG rally is the smartest political maneuver of all-time,https://debatepolitics.com/threads/trumps-msg-rally-is-the-smartest-political-maneuver-of-all-time.553453/,63,461
Trump Takes Lead in New Hampshire Poll,https://debatepolitics.com/threads/trump-takes-lead-in-new-hampshire-poll.553476/,35,315
Well this poll is very telling.,https://debatepolitics.com/threads/well-this-poll-is-very-telling.553448/,51,461
"Kamala Harris Wins Nickelodeon’s ‘Kids Pick the President’ Poll With 52% of Votes, Trump Grabs 48%",https://debatepolitics.com/threads/kamala-harris-wins-nickelodeon%E2%80%99s-%E2%80%98kids-pick-the-president%E2%80%99-poll-with-52-of-votes-trump-grabs-48.553605/,3,73
(Axios)  Judge tosses out Pennsylvania GOP challenge on overseas voting,https://debatepolitics.com/threads/axios-judge-tosses-out-pennsylvania-gop-challenge-on-overseas-voting.553602/,3,61
Why Jan 6 Pt 2 Could Be 2x Worse,https://debatepolitics.com/threads/why-jan-6-pt-2-could-be-2x-worse.553599/,4,81
Trump up 0.4% in national polls.,https://debatepolitics.com/threads/trump-up-0-4-in-national-polls.553570/,28,390
Is Trump TRYING to lose?,https://debatepolitics.com/threads/is-trump-trying-to-lose.553547/,17,140
Dems fear they're blowing it - a surprising number of people close to Harris and her swing state operations tell Axios they FEEL she will lose,https://debatepolitics.com/threads/dems-fear-theyre-blowing-it-a-surprising-number-of-people-close-to-harris-and-her-swing-state-operations-tell-axios-they-feel-she-will-lose.553214/,195,1000
Trump Mar-a-Lago Remarks 29OCT,https://debatepolitics.com/threads/trump-mar-a-lago-remarks-29oct.553539/,17,187
A Minnesota woman is accused of turning in a ballot for her dead mother. A routine check caught it,https://debatepolitics.com/threads/a-minnesota-woman-is-accused-of-turning-in-a-ballot-for-her-dead-mother-a-routine-check-caught-it.553560/,7,97
Anti-Zionist voters,https://debatepolitics.com/threads/anti-zionist-voters.553415/,5,63
Trumper harrssing voters in PA,https://debatepolitics.com/threads/trumper-harrssing-voters-in-pa.553542/,1,70
Trump's immigration crackdown could deplete the construction workforce and make housing more expensive,https://debatepolitics.com/threads/trumps-immigration-crackdown-could-deplete-the-construction-workforce-and-make-housing-more-expensive.553387/,120,704
The argument of Judge Luttig on Republicans voting for Harris.,https://debatepolitics.com/threads/the-argument-of-judge-luttig-on-republicans-voting-for-harris.553521/,0,63
The malignant narcissist hate rally at MSG,https://debatepolitics.com/threads/the-malignant-narcissist-hate-rally-at-msg.553502/,11,117
Freedom Caucus leader endorses radical proposal for North Carolina to hand its electoral votes to Trump,https://debatepolitics.com/threads/freedom-caucus-leader-endorses-radical-proposal-for-north-carolina-to-hand-its-electoral-votes-to-trump.553256/,87,796
VP Harris appears to realize the mics are hot as she explains problem with key voter bloc to Blue Wall gov,https://debatepolitics.com/threads/vp-harris-appears-to-realize-the-mics-are-hot-as-she-explains-problem-with-key-voter-bloc-to-blue-wall-gov.553497/,24,172
"""Harris regains slight lead nationally yet Electoral College holds the cards: POLL""",https://debatepolitics.com/threads/harris-regains-slight-lead-nationally-yet-electoral-college-holds-the-cards-poll.553408/,32,363
Who wins North Carolina?,https://debatepolitics.com/threads/who-wins-north-carolina.548971/,24,248
Trump Runs From Abortion Issue,https://debatepolitics.com/threads/trump-runs-from-abortion-issue.553486/,10,102
Liberals are absolutely losing their minds over Donald Trump!,https://debatepolitics.com/threads/liberals-are-absolutely-losing-their-minds-over-donald-trump.553199/,96,716
Trump Working The French Frie Station At McDonalds,https://debatepolitics.com/threads/trump-working-the-french-frie-station-at-mcdonalds.552764/,768,8000
A standout single example of despicable Musk/right-wing election behavior,https://debatepolitics.com/threads/a-standout-single-example-of-despicable-musk-right-wing-election-behavior.553422/,12,156
word of caution for Trump supporters,https://debatepolitics.com/threads/word-of-caution-for-trump-supporters.553359/,38,371
‘Serious Problem For Blacks’: Kamala Harris’ Dad Once Warned Against Mass Immigration,https://debatepolitics.com/threads/%E2%80%98serious-problem-for-blacks%E2%80%99-kamala-harris%E2%80%99-dad-once-warned-against-mass-immigration.553403/,69,377
"Robinhood jumps into election trading, giving users a chance to buy Harris or Trump contracts",https://debatepolitics.com/threads/robinhood-jumps-into-election-trading-giving-users-a-chance-to-buy-harris-or-trump-contracts.553456/,5,88
NY Times reports show Harris critiqued intelligence reports for how they described female leaders,https://debatepolitics.com/threads/ny-times-reports-show-harris-critiqued-intelligence-reports-for-how-they-described-female-leaders.553389/,37,259
Elon Musk and Putin in secret talks – reportedly ongoing for several years,https://debatepolitics.com/threads/elon-musk-and-putin-in-secret-talks-%E2%80%93-reportedly-ongoing-for-several-years.553202/,72,503
"""Trump’s New York homecoming sparks backlash over racist and vulgar remarks"" at Madison Square Garden Rally",https://debatepolitics.com/threads/trump%E2%80%99s-new-york-homecoming-sparks-backlash-over-racist-and-vulgar-remarks-at-madison-square-garden-rally.553442/,4,101
Trump: Kids are coming home from school a different sex than when they when they arrived,https://debatepolitics.com/threads/trump-kids-are-coming-home-from-school-a-different-sex-than-when-they-when-they-arrived.553338/,189,1000
ABC exit poll breakdown of trump vs Harris 2024 against trump vs Biden 2020 exit polling.,https://debatepolitics.com/threads/abc-exit-poll-breakdown-of-trump-vs-harris-2024-against-trump-vs-biden-2020-exit-polling.553414/,31,371
"""The Redskins Rule"": Did the Commanders just predict a Kamala Harris victory?",https://debatepolitics.com/threads/the-redskins-rule-did-the-commanders-just-predict-a-kamala-harris-victory.553420/,15,188
Does this forum have a Harris/Trump poll?,https://debatepolitics.com/threads/does-this-forum-have-a-harris-trump-poll.553417/,8,175
MAGA influencer Tim Ballard faces human trafficking lawsuit,https://debatepolitics.com/threads/maga-influencer-tim-ballard-faces-human-trafficking-lawsuit.553409/,4,89
"Trump rally: Immigrants don't pull out. ""They come inside, just like they did to our country""",https://debatepolitics.com/threads/trump-rally-immigrants-dont-pull-out-they-come-inside-just-like-they-did-to-our-country.553404/,37,247
"Without mentioning or referring to Trump, why do you support Harris for president?",https://debatepolitics.com/threads/without-mentioning-or-referring-to-trump-why-do-you-support-harris-for-president.552496/,510,5000
"How do you rate Kamala Harris as VP, compared to Mike Pence, Joe Biden, Dick Cheney?",https://debatepolitics.com/threads/how-do-you-rate-kamala-harris-as-vp-compared-to-mike-pence-joe-biden-dick-cheney.553372/,11,108
"Trump's ""concept of a"" bribe to replace income tax with tariffs benefits the rich, screws everybody else, and trade wars will bankrupt the USA.",https://debatepolitics.com/threads/trumps-concept-of-a-bribe-to-replace-income-tax-with-tariffs-benefits-the-rich-screws-everybody-else-and-trade-wars-will-bankrupt-the-usa.553374/,4,100
Trump v the US Constitution,https://debatepolitics.com/threads/trump-v-the-us-constitution.553362/,41,321
"Swing Voters are ""Quiet Quitting"" on Trump.",https://debatepolitics.com/threads/swing-voters-are-quiet-quitting-on-trump.553366/,19,214
New cases of political violence roil U.S.,https://debatepolitics.com/threads/new-cases-of-political-violence-roil-u-s.552802/,385,6000
"The betting markets from my end, any of the specials seem viable to you ?",https://debatepolitics.com/threads/the-betting-markets-from-my-end-any-of-the-specials-seem-viable-to-you.553282/,6,82
(GoErie)  Pa. Supreme Court: Voters' provisional ballots must be counted if mail ballots rejected,https://debatepolitics.com/threads/goerie-pa-supreme-court-voters-provisional-ballots-must-be-counted-if-mail-ballots-rejected.553193/,34,223
Who wins Nevada?,https://debatepolitics.com/threads/who-wins-nevada.548664/,47,461
(CNN) House GOP committee that oversees elections hired two former Trump officials involved in 2020 fake elector scheme,https://debatepolitics.com/threads/cnn-house-gop-committee-that-oversees-elections-hired-two-former-trump-officials-involved-in-2020-fake-elector-scheme.553156/,18,120
Harris Rally Live from Houston,https://debatepolitics.com/threads/harris-rally-live-from-houston.553291/,20,202
233 Mental Health Professionals Spell Out Dangers of Donald Trump in Chilling Letter.,https://debatepolitics.com/threads/233-mental-health-professionals-spell-out-dangers-of-donald-trump-in-chilling-letter.553302/,9,113
U.S. District Judge Patricia Giles has ordered that Virginia put people back on its voter rolls after they were removed for being non-citizens.,https://debatepolitics.com/threads/u-s-district-judge-patricia-giles-has-ordered-that-virginia-put-people-back-on-its-voter-rolls-after-they-were-removed-for-being-non-citizens.553253/,56,413
"As Election Nears, Kelly Says Trump Meets the Definition of Fascist",https://debatepolitics.com/threads/as-election-nears-kelly-says-trump-meets-the-definition-of-fascist.552959/,44,1000
(Axios) Why the GOP is challenging overseas and military voting,https://debatepolitics.com/threads/axios-why-the-gop-is-challenging-overseas-and-military-voting.553166/,93,519
"Auschwitz survivor Jerry Warstki, 94, denounces Kamala Harris in a new Trump campaign video for endorsing claims that former president is a “fascist”",https://debatepolitics.com/threads/auschwitz-survivor-jerry-warstki-94-denounces-kamala-harris-in-a-new-trump-campaign-video-for-endorsing-claims-that-former-president-is-a-%E2%80%9Cfascist%E2%80%9D.553241/,53,336
Great news -- *rump vows to prosecute and jail himself if he wins,https://debatepolitics.com/threads/great-news-rump-vows-to-prosecute-and-jail-himself-if-he-wins.553273/,6,66
Early voting starts tomorrow in NJ,https://debatepolitics.com/threads/early-voting-starts-tomorrow-in-nj.553271/,0,58
*rump refused to give disaster aid to Washington state,https://debatepolitics.com/threads/rump-refused-to-give-disaster-aid-to-washington-state.553252/,12,112
"More ""Lifelong Republicans"" Former Trump Aides Denounce Trump in a letter",https://debatepolitics.com/threads/more-lifelong-republicans-former-trump-aides-denounce-trump-in-a-letter.553254/,7,82
McDonald’s says it doesn’t endorse political candidates after Trump visit,https://debatepolitics.com/threads/mcdonald%E2%80%99s-says-it-doesn%E2%80%99t-endorse-political-candidates-after-trump-visit.552927/,16,139
The Legal Breakdown,https://debatepolitics.com/threads/the-legal-breakdown.553240/,0,33
Don't underestimate the symbolic power of the popular vote,https://debatepolitics.com/threads/dont-underestimate-the-symbolic-power-of-the-popular-vote.552626/,20,196
Looking Back on the Spanish War,https://debatepolitics.com/threads/looking-back-on-the-spanish-war.553229/,2,60
Huge breaking Trump story likely to derail his campaign!,https://debatepolitics.com/threads/huge-breaking-trump-story-likely-to-derail-his-campaign.553067/,103,1000
American Muckrakers published hacked *rump campaign emails,https://debatepolitics.com/threads/american-muckrakers-published-hacked-rump-campaign-emails.553224/,1,83
"Hope I'm wrong, but this could be a partial reason why 21% of Black Men are supporting Trump. They don't like Kamala's marriage.",https://debatepolitics.com/threads/hope-im-wrong-but-this-could-be-a-partial-reason-why-21-of-black-men-are-supporting-trump-they-dont-like-kamalas-marriage.553060/,76,563
"23 Nobel Prize-winning economists slam Trump agenda, endorse Harris",https://debatepolitics.com/threads/23-nobel-prize-winning-economists-slam-trump-agenda-endorse-harris.553076/,55,419
SURGING Kamala DESTROYS Trump in BIGGEST Rally Yet,https://debatepolitics.com/threads/surging-kamala-destroys-trump-in-biggest-rally-yet.553198/,10,151
Early in person voting is very high,https://debatepolitics.com/threads/early-in-person-voting-is-very-high.553006/,99,1000
Donald Trump called them 'my generals.' They call him a threat to democracy,https://debatepolitics.com/threads/donald-trump-called-them-my-generals-they-call-him-a-threat-to-democracy.553130/,5,73
"""He Has to Be Defeated""  GOP Lawmaker in Wisconsin Says",https://debatepolitics.com/threads/he-has-to-be-defeated-gop-lawmaker-in-wisconsin-says.553203/,1,69
Trump Nephew Warns of Dementia Signs in Family—Including Trump Himself,https://debatepolitics.com/threads/trump-nephew-warns-of-dementia-signs-in-family%E2%80%94including-trump-himself.553175/,20,119
Republicans consider mules to get out the vote  (NC),https://debatepolitics.com/threads/republicans-consider-mules-to-get-out-the-vote-nc.553200/,1,62
Tucker Carlson is fantasizing about Daddy Donald Trump spanking teenage girls,https://debatepolitics.com/threads/tucker-carlson-is-fantasizing-about-daddy-donald-trump-spanking-teenage-girls.553196/,2,77
"Trump calls into a Vance Town Hall Meeting, seeking flattery",https://debatepolitics.com/threads/trump-calls-into-a-vance-town-hall-meeting-seeking-flattery.553190/,11,92
Why Tuesday?,https://debatepolitics.com/threads/why-tuesday.553173/,11,86
Coalition of the Decent,https://debatepolitics.com/threads/coalition-of-the-decent.553158/,2,75
Siena College poll for NY State shows Kamala Harris beating Trump by landslide,https://debatepolitics.com/threads/siena-college-poll-for-ny-state-shows-kamala-harris-beating-trump-by-landslide.553010/,36,271
Bill Ackman: Trump is the only candidate that's talked about accelerating the growth of the country,https://debatepolitics.com/threads/bill-ackman-trump-is-the-only-candidate-thats-talked-about-accelerating-the-growth-of-the-country.553102/,39,306
"Waukesha’s mayor, a longtime Republican, endorses Harris",https://debatepolitics.com/threads/waukesha%E2%80%99s-mayor-a-longtime-republican-endorses-harris.553149/,1,65
House Republicans on the committee with broad jurisdiction over national elections hired two people involved in 2020 elector scheme,https://debatepolitics.com/threads/house-republicans-on-the-committee-with-broad-jurisdiction-over-national-elections-hired-two-people-involved-in-2020-elector-scheme.553148/,0,56
Arizona Republican Official Pleads Guilty in Election Interference Case,https://debatepolitics.com/threads/arizona-republican-official-pleads-guilty-in-election-interference-case.553124/,3,56
Do you remember why people voted for Trump in 2016?,https://debatepolitics.com/threads/do-you-remember-why-people-voted-for-trump-in-2016.553116/,95,616
"Video from a German girl, living in Ohio, explaining the US elections.",https://debatepolitics.com/threads/video-from-a-german-girl-living-in-ohio-explaining-the-us-elections.553092/,10,157
Let's talk about Trump’s cognitive decline,https://debatepolitics.com/threads/lets-talk-about-trump%E2%80%99s-cognitive-decline.552575/,41,696
"Election officials, concerned about misinformation, confront Elon Musk on his own turf",https://debatepolitics.com/threads/election-officials-concerned-about-misinformation-confront-elon-musk-on-his-own-turf.553129/,5,77
Convict Trump Voting Early - How?,https://debatepolitics.com/threads/convict-trump-voting-early-how.553094/,15,153
Trump marvels at the size of Arnold Palmer's genitals,https://debatepolitics.com/threads/trump-marvels-at-the-size-of-arnold-palmers-genitals.552698/,397,4000
Be prepared to lose.,https://debatepolitics.com/threads/be-prepared-to-lose.552901/,164,2000
Harris facing some issue getting votes from felons as a prosecutor,https://debatepolitics.com/threads/harris-facing-some-issue-getting-votes-from-felons-as-a-prosecutor.552992/,19,130
Bill Gates Privately Says He Has Backed Harris With $50 Million Donation,https://debatepolitics.com/threads/bill-gates-privately-says-he-has-backed-harris-with-50-million-donation.552974/,21,185
"""Are They All Lying"" GOP Pollster Rips Trump's Sycophants Defending Him",https://debatepolitics.com/threads/are-they-all-lying-gop-pollster-rips-trumps-sycophants-defending-him.553061/,43,287
do you think kamala could change a diaper or a tire??,https://debatepolitics.com/threads/do-you-think-kamala-could-change-a-diaper-or-a-tire.551961/,184,2000
A Vote For Trump is a Vote For Higher Prices,https://debatepolitics.com/threads/a-vote-for-trump-is-a-vote-for-higher-prices.553058/,4,54
"British Advisors to Kamala Harris Hope to ""Kill Musk's Twitter",https://debatepolitics.com/threads/british-advisors-to-kamala-harris-hope-to-kill-musks-twitter.552930/,107,1000
Tonight on the Kamala News Network,https://debatepolitics.com/threads/tonight-on-the-kamala-news-network.553031/,5,89
"Trump cancels another event, this time with RFK Jr – hours after labeling Harris ‘lazy as hell’",https://debatepolitics.com/threads/trump-cancels-another-event-this-time-with-rfk-jr-%E2%80%93-hours-after-labeling-harris-%E2%80%98lazy-as-hell%E2%80%99.553011/,7,95
"Trump Allies Bombard the Courts, Setting Stage for Post-Election Fight",https://debatepolitics.com/threads/trump-allies-bombard-the-courts-setting-stage-for-post-election-fight.552675/,12,132
Older Voters Might Save Us From Trump,https://debatepolitics.com/threads/older-voters-might-save-us-from-trump.553024/,9,102
Kamala is Asked a Taboo Question,https://debatepolitics.com/threads/kamala-is-asked-a-taboo-question.552782/,157,2000
James Risen: too many don't realize trump is a threat to democracy,https://debatepolitics.com/threads/james-risen-too-many-dont-realize-trump-is-a-threat-to-democracy.552991/,13,149
Clear and compelling interest': Judge orders release of Trump cemetery incident report,https://debatepolitics.com/threads/clear-and-compelling-interest-judge-orders-release-of-trump-cemetery-incident-report.553007/,9,81
Putin's Propaganda Chief Touts 'Electorally Significant Influence' in US,https://debatepolitics.com/threads/putins-propaganda-chief-touts-electorally-significant-influence-in-us.553018/,0,54
Aileen Cannon on *rump's transition list of potential attorney general candidates,https://debatepolitics.com/threads/aileen-cannon-on-rumps-transition-list-of-potential-attorney-general-candidates.552969/,23,219
"What % of Trump's foolhardy votes are skimmed with marketing gimmicks (Trumpy bear, Trump fish mouth wall novelty, MAGA cap, etc.",https://debatepolitics.com/threads/what-of-trumps-foolhardy-votes-are-skimmed-with-marketing-gimmicks-trumpy-bear-trump-fish-mouth-wall-novelty-maga-cap-etc.552950/,34,1000
Joe Biden Goes Dark Brandon To Put Donald Trump’s ‘Concepts Of A Plan’ On Blast,https://debatepolitics.com/threads/joe-biden-goes-dark-brandon-to-put-donald-trump%E2%80%99s-%E2%80%98concepts-of-a-plan%E2%80%99-on-blast.553002/,2,38
(Axios) 1 in 5 Republicans want Trump to call election invalid if he loses,https://debatepolitics.com/threads/axios-1-in-5-republicans-want-trump-to-call-election-invalid-if-he-loses.552841/,29,671
Walz Gets Personal,https://debatepolitics.com/threads/walz-gets-personal.552933/,28,269
Trump receives French Fry Pin,https://debatepolitics.com/threads/trump-receives-french-fry-pin.552894/,25,449
New Harris vs. Trump poll says this candidate has electoral votes needed to win,https://debatepolitics.com/threads/new-harris-vs-trump-poll-says-this-candidate-has-electoral-votes-needed-to-win.552896/,9,211
"If you cannot answer yes to these two questions, then you should not vote for Trump",https://debatepolitics.com/threads/if-you-cannot-answer-yes-to-these-two-questions-then-you-should-not-vote-for-trump.552831/,41,1000
Twenty-three Questions… One Answer,https://debatepolitics.com/threads/twenty-three-questions%E2%80%A6-one-answer.552895/,9,106
Barrons: What the Trump and Harris Tax Plans Mean for Your Wallet,https://debatepolitics.com/threads/barrons-what-the-trump-and-harris-tax-plans-mean-for-your-wallet.552911/,3,69
(CNN) What the early voting data can and can’t tell us about Election Day,https://debatepolitics.com/threads/cnn-what-the-early-voting-data-can-and-can%E2%80%99t-tell-us-about-election-day.552906/,0,59
Threat To Democracy,https://debatepolitics.com/threads/threat-to-democracy.552719/,54,501
Ex-President’s Daughter Says She’s Backing Harris Despite Policy Disagreements,https://debatepolitics.com/threads/ex-president%E2%80%99s-daughter-says-she%E2%80%99s-backing-harris-despite-policy-disagreements.552838/,16,206
"Kamala Harris publicly agrees with protestor accusing Israel of genocide: ‘What he’s talking about, it’s real’",https://debatepolitics.com/threads/kamala-harris-publicly-agrees-with-protestor-accusing-israel-of-genocide-%E2%80%98what-he%E2%80%99s-talking-about-it%E2%80%99s-real%E2%80%99.552725/,21,237
The lie behind the term 'The Trump Economy',https://debatepolitics.com/threads/the-lie-behind-the-term-the-trump-economy.552372/,33,244
Effects of Trump's Tax Proposals,https://debatepolitics.com/threads/effects-of-trumps-tax-proposals.552811/,17,461
North Carolina sets new early voting record,https://debatepolitics.com/threads/north-carolina-sets-new-early-voting-record.552680/,13,494
Trump just keeps on lying.,https://debatepolitics.com/threads/trump-just-keeps-on-lying.552852/,26,296
VANCE,https://debatepolitics.com/threads/vance.552886/,20,117
"At Last. The ""Liberal Media"" is Reporting the Obvious: Trump Is Mental",https://debatepolitics.com/threads/at-last-the-liberal-media-is-reporting-the-obvious-trump-is-mental.552455/,168,1000
New York In Play?,https://debatepolitics.com/threads/new-york-in-play.551825/,3,77
1 in 5 Republicans Say Trump Should Do whatever it Takes to put himself in White House if he Loses,https://debatepolitics.com/threads/1-in-5-republicans-say-trump-should-do-whatever-it-takes-to-put-himself-in-white-house-if-he-loses.552865/,17,200
"Who’s Mailing the Catholic Tribune? It’s Not the Church, It’s Partisan Media.",https://debatepolitics.com/threads/who%E2%80%99s-mailing-the-catholic-tribune-it%E2%80%99s-not-the-church-it%E2%80%99s-partisan-media.552881/,1,99
[LIVE]  WED 16 OCT 2024 6P EST - Fox News Bret Baier Interview With Vice President Kamala Harris - Live Thread,https://debatepolitics.com/threads/live-wed-16-oct-2024-6p-est-fox-news-bret-baier-interview-with-vice-president-kamala-harris-live-thread.552424/,782,8000
Is Musk preparing for his rise to power?,https://debatepolitics.com/threads/is-musk-preparing-for-his-rise-to-power.552857/,3,98
Trump's Claim Of Receiving Awards For The Environment,https://debatepolitics.com/threads/trumps-claim-of-receiving-awards-for-the-environment.552863/,3,73
Emerson College Poll: Over 60% of undecided voters now favor Kamala Harris,https://debatepolitics.com/threads/emerson-college-poll-over-60-of-undecided-voters-now-favor-kamala-harris.552787/,41,621
I love to fly the flag on weekends and flag holidays,https://debatepolitics.com/threads/i-love-to-fly-the-flag-on-weekends-and-flag-holidays.552784/,41,702
Democrats slam GOP for ‘attempts to disenfranchise’ military voters,https://debatepolitics.com/threads/democrats-slam-gop-for-%E2%80%98attempts-to-disenfranchise%E2%80%99-military-voters.552635/,76,496
"New WaPo polls: Harris ahead in some battleground states, Trump ahead in others",https://debatepolitics.com/threads/new-wapo-polls-harris-ahead-in-some-battleground-states-trump-ahead-in-others.552834/,3,90
(Politico)  The Very Real Scenario Where Trump Loses and Takes Power Anyway,https://debatepolitics.com/threads/politico-the-very-real-scenario-where-trump-loses-and-takes-power-anyway.552744/,34,384
The Catholic Church failed America,https://debatepolitics.com/threads/the-catholic-church-failed-america.552770/,27,246
"[W: #76] Kamala Harris agrees that Donald Trump is a fascist: ‘Yes, we can say that’",https://debatepolitics.com/threads/w-76-kamala-harris-agrees-that-donald-trump-is-a-fascist-%E2%80%98yes-we-can-say-that%E2%80%99.552386/,88,958
"In Texas, no one really opposes illegal immigration",https://debatepolitics.com/threads/in-texas-no-one-really-opposes-illegal-immigration.552305/,26,218
"At a Pennsylvania Rally, Trump Descends to New Levels of Vulgarity",https://debatepolitics.com/threads/at-a-pennsylvania-rally-trump-descends-to-new-levels-of-vulgarity.552730/,235,2000
The “Father” Of Fast Food,https://debatepolitics.com/threads/the-%E2%80%9Cfather%E2%80%9D-of-fast-food.552749/,18,158
Elon Musk's $1M Daily Prize to Voters,https://debatepolitics.com/threads/elon-musks-1m-daily-prize-to-voters.552745/,19,234
Harris agrees to sit for interview with Fox News,https://debatepolitics.com/threads/harris-agrees-to-sit-for-interview-with-fox-news.552228/,806,6000
Is She Drunk?,https://debatepolitics.com/threads/is-she-drunk.552705/,95,833
Momentum Shift?,https://debatepolitics.com/threads/momentum-shift.552627/,176,1000
Pathetic Trump resorts to genital dropping in Arnold Palmer's hometown to earn votes the HARD way.,https://debatepolitics.com/threads/pathetic-trump-resorts-to-genital-dropping-in-arnold-palmers-hometown-to-earn-votes-the-hard-way.552739/,16,160
Harris calls herself 'the underdog' 18 days before Election Day,https://debatepolitics.com/threads/harris-calls-herself-the-underdog-18-days-before-election-day.552706/,40,312
"If Trump were to drop out this late for whatever reason, would Vance automatically take his place?",https://debatepolitics.com/threads/if-trump-were-to-drop-out-this-late-for-whatever-reason-would-vance-automatically-take-his-place.552702/,41,352
A good SNL trump joke,https://debatepolitics.com/threads/a-good-snl-trump-joke.552763/,2,74
"Fox News Host Confronts Trump on His Economic Plans Increasing Debt, Prices",https://debatepolitics.com/threads/fox-news-host-confronts-trump-on-his-economic-plans-increasing-debt-prices.552196/,113,820
Trump Wins Popular Vote but Loses the Electoral vote?,https://debatepolitics.com/threads/trump-wins-popular-vote-but-loses-the-electoral-vote.552678/,270,2000
